Chr10_Group_1	chr10:318076
Chr7_Group_539	chr7:140612163
Chr7_Group_543	chr7:142274854
Chr7_Group_148220448	chr7:148220448
Chr7_Group_21598753	chr7:21600162
Chr7_Group_120969769	chr7:120974429
Chr7_Group_554	chr7:142505154
Chr7_Group_150512172	chr7:150514597
Chr7_Group_559	chr7:143110762
Chr7_Group_562	chr7:148435339
Chr7_Group_566	chr7:148650634
Chr7_Group_569	chr7:149203662
Chr7_Group_575	chr7:150543721
Chr7_Group_157027753	chr7:157027753
Chr7_Group_578	chr7:150667210
Chr7_Group_142479940	chr7:142479940
Chr7_Group_583	chr7:152357059
Chr7_Group_16699977	chr7:16699977
Chr7_Group_587	chr7:156346087
Chr7_Group_589	chr7:157387441
Chr7_Group_591	chr7:157534105
Chr7_Group_594	chr7:158610647
Chr7_Group_600	chr7:5234662
Chr7_Group_602	chr7:6486067
Chr7_Group_603	chr7:11058396
Chr7_Group_100004446	chr7:100004446
Chr7_Group_139463264	chr7:139463264
Chr7_Group_443	chr7:116159961
Chr7_Group_130667121	chr7:130667121
Chr7_Group_158501492	chr7:158501492
Chr7_Group_632	chr7:80340622
Chr7_Group_109173373	chr7:109152793
Chr7_Group_150919829	chr7:150934138
Chr7_Group_663	chr7:142477838
Chr7_Group_116200092	chr7:116200092
Chr7_Group_107973297	chr7:107973297
Chr7_Group_2759795	chr7:2814890
Chr7_Group_100235970	chr7:100274096
Chr7_Group_157505654	chr7:157505654
Chr7_Group_134785741	chr7:134785741
Chr7_Group_23479013	chr7:23490993
Chr7_Group_134382330	chr7:134385206
Chr7_Group_144048902	chr7:144061915
Chr7_Group_115823384	chr7:115823384
Chr7_Group_100225847	chr7:100225847
Chr7_Group_18504508	chr7:18504508
Chr7_Group_100240191	chr7:100240191
Chr7_Group_142484308	chr7:142484308
Chr7_Group_17813614	chr7:17866933
Chr7_Group_116917118	chr7:116904982
Chr7_Group_493	chr7:129004847
Chr7_Group_152	chr7:37389310
Chr7_Group_123317140	chr7:123317140
Chr7_Group_114944919	chr7:114944919
Chr7_Group_116358044	chr7:116358044
Chr7_Group_22856606	chr7:22856606
Chr7_Group_156	chr7:37973014
Chr7_Group_1270699	chr7:1278633
Chr7_Group_19049388	chr7:19049388
Chr7_Group_148869277	chr7:148869277
Chr7_Group_117064625	chr7:117198769
Chr7_Group_116515781	chr7:116530383
Chr7_Group_103527369	chr7:103527369
Chr7_Group_503	chr7:130674481
Chr7_Group_1428476	chr7:1428476
Chr7_Group_20577298	chr7:20577298
Chr7_Group_143109139	chr7:143109139
Chr7_Group_101499930	chr7:101499930
Chr7_Group_21584088	chr7:21584088
Chr7_Group_35	chr7:8152067
Chr7_Group_117529641	chr7:117529641
Chr7_Group_116151338	chr7:116156412
Chr7_Group_107480126	chr7:107487780
Chr7_Group_124392512	chr7:124392512
Chr7_Group_128717906	chr7:128717906
Chr7_Group_527	chr7:135237096
Chr7_Group_104756326	chr7:104843288
Chr7_Group_141797564	chr7:141799285
Chr7_Group_14898282	chr7:14898282
Chr7_Group_133055603	chr7:133313177
Chr7_Group_120962164	chr7:120962164
Chr7_Group_142431349	chr7:142464729
Chr7_Group_114412664	chr7:114412664
Chr7_Group_535	chr7:137881690
Chr7_Group_150238359	chr7:150271935
Chr7_Group_142476452	chr7:142476452
Chr7_Group_143088823	chr7:143092961
Chr7_Group_151407801	chr7:151410770
Chr7_Group_127237312	chr7:127237312
Chr7_Group_128589000	chr7:128640799
Chr7_Group_204	chr7:46943759
Chr7_Group_150045910	chr7:150039129
Chr7_Group_112782556	chr7:112782556
Chr7_Group_127180667	chr7:127183558
Chr7_Group_151520485	chr7:151520485
Chr7_Group_211	chr7:48403751
Chr7_Group_100275444	chr7:100275444
Chr7_Group_553	chr7:142484061
Chr7_Group_100214015	chr7:100214015
Chr7_Group_142478599	chr7:142478599
Chr7_Group_556	chr7:143081942
Chr7_Group_16984280	chr7:16984280
Chr7_Group_384	chr7:100414147
Chr7_Group_150637863	chr7:150648270
Chr7_Group_128402782	chr7:128406397
Chr7_Group_100015457	chr7:100015457
Chr7_Group_127169897	chr7:127169897
Chr7_Group_18810243	chr7:18810243
Chr7_Group_47	chr7:16731042
Chr7_Group_150529449	chr7:150529449
Chr7_Group_107492789	chr7:107492789
Chr7_Group_585	chr7:156127246
Chr7_Group_127860163	chr7:127860163
Chr7_Group_123411910	chr7:123417966
Chr7_Group_247	chr7:68898689
Chr7_Group_133158353	chr7:133158353
Chr7_Group_128415195	chr7:128415195
Chr7_Group_17284577	chr7:17296928
Chr7_Group_148629759	chr7:148629759
Chr7_Group_133643778	chr7:133356730
Chr7_Group_188	chr7:45077978
Chr7_Group_130432538	chr7:130449696
Chr7_Group_52	chr7:17324624
Chr7_Group_262	chr7:72956509
Chr7_Group_11871787	chr7:11871787
Chr7_Group_126385731	chr7:126441122
Chr7_Group_142483028	chr7:142483030
Chr7_Group_122160742	chr7:122160742
Chr7_Group_100458093	chr7:100458093
Chr7_Group_130994380	chr7:130994380
Chr7_Group_277	chr7:75460571
Chr7_Group_111527560	chr7:111527560
Chr7_Group_101418653	chr7:101418653
Chr7_Group_19611307	chr7:19611307
Chr7_Group_100423365	chr7:100423365
Chr7_Group_130680521	chr7:130680521
Chr7_Group_100077273	chr7:100034410
Chr7_Group_110898915	chr7:110878591
Chr7_Group_101707518	chr7:101707518
Chr7_Group_137074844	chr7:137062160
Chr7_Group_113999637	chr7:113999637
Chr7_Group_304	chr7:83656800
Chr7_Group_312	chr7:88359060
Chr7_Group_106411858	chr7:106410655
Chr7_Group_1937261	chr7:1944035
Chr7_Group_131334001	chr7:131334001
Chr7_Group_17442679	chr7:17442679
Chr7_Group_319	chr7:92408370
Chr7_Group_17981310	chr7:17989461
Chr7_Group_133984127	chr7:133984127
Chr7_Group_137799569	chr7:137794030
Chr7_Group_15064984	chr7:15064888
Chr7_Group_23306141	chr7:23306141
Chr7_Group_132796323	chr7:132796323
Chr7_Group_23123877	chr7:23219212
Chr7_Group_668	chr7:142486040
Chr7_Group_158846929	chr7:158846929
Chr7_Group_150622162	chr7:150635065
Chr7_Group_142651354	chr7:142651354
Chr7_Group_1896413	chr7:1960923
Chr7_Group_21417963	chr7:21417963
Chr8_Group_1	chr8:170692
Chr8_Group_3	chr8:1706207
Chr8_Group_7	chr8:3705807
Chr8_Group_10	chr8:3767210
Chr8_Group_11	chr8:3871527
Chr8_Group_12	chr8:4102424
Chr8_Group_13	chr8:4181950
Chr8_Group_14	chr8:4238139
Chr8_Group_16	chr8:4560081
Chr8_Group_18	chr8:4833790
Chr8_Group_19	chr8:4937757
Chr8_Group_22	chr8:4976913
Chr8_Group_23	chr8:5950130
Chr8_Group_24	chr8:6323278
Chr8_Group_25	chr8:6477298
Chr8_Group_26	chr8:6699309
Chr8_Group_27	chr8:6821617
Chr8_Group_28	chr8:6822785
Chr8_Group_29	chr8:6823565
Chr8_Group_30	chr8:6880925
Chr8_Group_32	chr8:6898998
Chr8_Group_33	chr8:6902622
Chr8_Group_34	chr8:6903188
Chr8_Group_35	chr8:8239560
Chr8_Group_36	chr8:8605164
Chr8_Group_38	chr8:8884013
Chr8_Group_39	chr8:8946163
Chr8_Group_41	chr8:9026789
Chr8_Group_42	chr8:9033620
Chr8_Group_43	chr8:9030160
Chr8_Group_44	chr8:9085295
Chr8_Group_45	chr8:9116349
Chr8_Group_133931055	chr8:133930486
Chr8_Group_48	chr8:9167242
Chr8_Group_49	chr8:9173358
Chr8_Group_50	chr8:9182755
Chr8_Group_51	chr8:9267117
Chr8_Group_52	chr8:9276025
Chr8_Group_53	chr8:9380132
Chr8_Group_54	chr8:9496118
Chr8_Group_55	chr8:9745798
Chr8_Group_56	chr8:9796321
Chr8_Group_58	chr8:10068073
Chr8_Group_105359432	chr8:105359432
Chr8_Group_81	chr8:11589042
Chr8_Group_84	chr8:11623889
Chr8_Group_87	chr8:11755055
Chr8_Group_131637337	chr8:131637337
Chr8_Group_91	chr8:12179357
Chr8_Group_96	chr8:13955788
Chr8_Group_97	chr8:15532585
Chr8_Group_100	chr8:17036201
Chr8_Group_101	chr8:17205577
Chr8_Group_102	chr8:17913970
Chr8_Group_11702375	chr8:11704774
Chr8_Group_105	chr8:18308810
Chr8_Group_106	chr8:19024816
Chr8_Group_107	chr8:19651161
Chr8_Group_108	chr8:19736154
Chr8_Group_109	chr8:19800529
Chr8_Group_110	chr8:19813180
Chr8_Group_111	chr8:19785656
Chr8_Group_112	chr8:19849521
Chr8_Group_113	chr8:19826373
Chr8_Group_114	chr8:19873955
Chr8_Group_115	chr8:19843254
Chr8_Group_116	chr8:19816934
Chr8_Group_118	chr8:19865563
Chr8_Group_119	chr8:19895136
Chr8_Group_120	chr8:19928160
Chr8_Group_121	chr8:19940796
Chr8_Group_122	chr8:20393206
Chr8_Group_123	chr8:20803103
Chr8_Group_124	chr8:21474049
Chr8_Group_125	chr8:21541084
Chr8_Group_126	chr8:21785854
Chr8_Group_127	chr8:21820813
Chr8_Group_128	chr8:21888570
Chr8_Group_129	chr8:22031840
Chr8_Group_130	chr8:22276251
Chr8_Group_126523523	chr8:126523523
Chr8_Group_132	chr8:22525980
Chr8_Group_133	chr8:22876739
Chr8_Group_134	chr8:22927017
Chr8_Group_135	chr8:22966769
Chr8_Group_136	chr8:23082971
Chr8_Group_137	chr8:23359280
Chr8_Group_138	chr8:23383204
Chr8_Group_139	chr8:23400466
Chr8_Group_140	chr8:23416887
Chr8_Group_141	chr8:23445326
Chr8_Group_143	chr8:23527487
Chr8_Group_144	chr8:23585393
Chr8_Group_145	chr8:23745999
Chr8_Group_146	chr8:24116304
Chr8_Group_147	chr8:24862630
Chr8_Group_158	chr8:25707412
Chr8_Group_159	chr8:25845675
Chr8_Group_160	chr8:25900675
Chr8_Group_161	chr8:25892142
Chr8_Group_163	chr8:26236455
Chr8_Group_164	chr8:26272768
Chr8_Group_166	chr8:26714874
Chr8_Group_167	chr8:27195121
Chr8_Group_168	chr8:27344719
Chr8_Group_169	chr8:27428056
Chr8_Group_171	chr8:27466102
Chr8_Group_172	chr8:27487790
Chr8_Group_173	chr8:28061974
Chr8_Group_175	chr8:28140103
Chr8_Group_176	chr8:28604791
Chr8_Group_177	chr8:29153777
Chr8_Group_178	chr8:29360305
Chr8_Group_179	chr8:29509616
Chr8_Group_180	chr8:30300185
Chr8_Group_181	chr8:30865733
Chr8_Group_183	chr8:31019597
Chr8_Group_185	chr8:32353180
Chr8_Group_186	chr8:32416876
Chr8_Group_189	chr8:32411216
Chr8_Group_190	chr8:32410110
Chr8_Group_192	chr8:33665680
Chr8_Group_193	chr8:34132075
Chr8_Group_195	chr8:36202946
Chr8_Group_196	chr8:36852647
Chr8_Group_199	chr8:37134189
Chr8_Group_200	chr8:37979159
Chr8_Group_201	chr8:38160884
Chr8_Group_10240202	chr8:10233368
Chr8_Group_203	chr8:40484239
Chr8_Group_204	chr8:40729316
Chr8_Group_205	chr8:41509259
Chr8_Group_206	chr8:41526381
Chr8_Group_207	chr8:41546583
Chr8_Group_208	chr8:41589736
Chr8_Group_209	chr8:41630426
Chr8_Group_210	chr8:41631788
Chr8_Group_211	chr8:41659747
Chr8_Group_213	chr8:42044965
Chr8_Group_214	chr8:42205080
Chr8_Group_215	chr8:42324765
Chr8_Group_216	chr8:42419145
Chr8_Group_218	chr8:42472274
Chr8_Group_102045915	chr8:102045915
Chr8_Group_10625246	chr8:10625246
Chr8_Group_223	chr8:48885436
Chr8_Group_224	chr8:49129242
Chr8_Group_135616737	chr8:135625041
Chr8_Group_227	chr8:52887541
Chr8_Group_228	chr8:53125734
Chr8_Group_229	chr8:53418828
Chr8_Group_231	chr8:53769213
Chr8_Group_232	chr8:54521248
Chr8_Group_233	chr8:55327091
Chr8_Group_234	chr8:55429569
Chr8_Group_128323819	chr8:128333023
Chr8_Group_236	chr8:56590544
Chr8_Group_237	chr8:56599548
Chr8_Group_238	chr8:56764456
Chr8_Group_239	chr8:56791244
Chr8_Group_240	chr8:57154697
Chr8_Group_241	chr8:57095808
Chr8_Group_244	chr8:58449027
Chr8_Group_246	chr8:59373403
Chr8_Group_247	chr8:60155457
Chr8_Group_248	chr8:60179086
Chr8_Group_249	chr8:60697558
Chr8_Group_250	chr8:61692634
Chr8_Group_251	chr8:61636887
Chr8_Group_252	chr8:61649691
Chr8_Group_253	chr8:62481520
Chr8_Group_254	chr8:63843631
Chr8_Group_255	chr8:64104092
Chr8_Group_256	chr8:64552779
Chr8_Group_257	chr8:66470962
Chr8_Group_258	chr8:66874226
Chr8_Group_259	chr8:67370996
Chr8_Group_261	chr8:68813188
Chr8_Group_262	chr8:69873452
Chr8_Group_263	chr8:69992380
Chr8_Group_264	chr8:70007938
Chr8_Group_265	chr8:70976505
Chr8_Group_266	chr8:71189342
Chr8_Group_128200971	chr8:128206100
Chr8_Group_269	chr8:71351952
Chr8_Group_270	chr8:71352047
Chr8_Group_271	chr8:71367006
Chr8_Group_272	chr8:71371142
Chr8_Group_273	chr8:71386904
Chr8_Group_274	chr8:71593198
Chr8_Group_275	chr8:72036904
Chr8_Group_276	chr8:72077955
Chr8_Group_277	chr8:72492238
Chr8_Group_278	chr8:72491985
Chr8_Group_279	chr8:73142382
Chr8_Group_280	chr8:74007347
Chr8_Group_281	chr8:75999096
Chr8_Group_282	chr8:76230301
Chr8_Group_283	chr8:76305785
Chr8_Group_284	chr8:76414399
Chr8_Group_15472925	chr8:15472925
Chr8_Group_286	chr8:76470404
Chr8_Group_287	chr8:76478768
Chr8_Group_128106784	chr8:128115989
Chr8_Group_289	chr8:76615663
Chr8_Group_290	chr8:76840141
Chr8_Group_291	chr8:76817264
Chr8_Group_293	chr8:77320354
Chr8_Group_294	chr8:77476542
Chr8_Group_295	chr8:77658645
Chr8_Group_296	chr8:78136161
Chr8_Group_297	chr8:79013333
Chr8_Group_299	chr8:79144277
Chr8_Group_300	chr8:79657126
Chr8_Group_301	chr8:81058819
Chr8_Group_302	chr8:81095395
Chr8_Group_303	chr8:81285742
Chr8_Group_304	chr8:81376998
Chr8_Group_306	chr8:81375457
Chr8_Group_307	chr8:81462297
Chr8_Group_308	chr8:81461974
Chr8_Group_309	chr8:82151747
Chr8_Group_310	chr8:82653644
Chr8_Group_311	chr8:85079709
Chr8_Group_312	chr8:85286774
Chr8_Group_313	chr8:86198253
Chr8_Group_314	chr8:86286755
Chr8_Group_315	chr8:87526192
Chr8_Group_316	chr8:88868340
Chr8_Group_317	chr8:89299505
Chr8_Group_318	chr8:89654121
Chr8_Group_319	chr8:90801100
Chr8_Group_320	chr8:90662941
Chr8_Group_323	chr8:90875918
Chr8_Group_324	chr8:92703584
Chr8_Group_325	chr8:93013666
Chr8_Group_326	chr8:93182601
Chr8_Group_327	chr8:94222945
Chr8_Group_328	chr8:95167247
Chr8_Group_329	chr8:95491935
Chr8_Group_331	chr8:95947837
Chr8_Group_333	chr8:96024082
Chr8_Group_130599247	chr8:130599247
Chr8_Group_336	chr8:98166913
Chr8_Group_337	chr8:98282189
Chr8_Group_338	chr8:98594154
Chr8_Group_339	chr8:98646105
Chr8_Group_340	chr8:98850330
Chr8_Group_341	chr8:99372329
Chr8_Group_342	chr8:101024505
Chr8_Group_344	chr8:101676675
Chr8_Group_346	chr8:102463602
Chr8_Group_348	chr8:103308400
Chr8_Group_350	chr8:103578874
Chr8_Group_352	chr8:103932845
Chr8_Group_354	chr8:105966258
Chr8_Group_360	chr8:108393959
Chr8_Group_363	chr8:109046548
Chr8_Group_367	chr8:110115676
Chr8_Group_142104944	chr8:142104944
Chr8_Group_373	chr8:117209548
Chr8_Group_103852407	chr8:103852407
Chr8_Group_377	chr8:117630683
Chr8_Group_380	chr8:117848307
Chr8_Group_405	chr8:125857359
Chr8_Group_384	chr8:119848956
Chr8_Group_386	chr8:119939859
Chr8_Group_387	chr8:119976542
Chr8_Group_389	chr8:120435812
Chr8_Group_393	chr8:122930641
Chr8_Group_395	chr8:123408091
Chr8_Group_397	chr8:124610166
Chr8_Group_11340181	chr8:11341930
Chr8_Group_129933720	chr8:129954928
Chr8_Group_145022657	chr8:145040261
Chr8_Group_411	chr8:127353538
Chr8_Group_413	chr8:128077146
Chr8_Group_415	chr8:128104140
Chr8_Group_416	chr8:128200020
Chr8_Group_419	chr8:128222421
Chr8_Group_117647788	chr8:117647788
Chr8_Group_430	chr8:128719884
Chr8_Group_72	chr8:10815571
Chr8_Group_10811829	chr8:11096864
Chr8_Group_440	chr8:129192271
Chr8_Group_443	chr8:129269466
Chr8_Group_446	chr8:129599278
Chr8_Group_449	chr8:130156143
Chr8_Group_450	chr8:130491752
Chr8_Group_126536137	chr8:126537361
Chr8_Group_459	chr8:130597585
Chr8_Group_465	chr8:130678706
Chr8_Group_466	chr8:130696137
Chr8_Group_469	chr8:130976074
Chr8_Group_471	chr8:131331073
Chr8_Group_134640088	chr8:134640088
Chr8_Group_475	chr8:134145512
Chr8_Group_480	chr8:137156450
Chr8_Group_482	chr8:140651779
Chr8_Group_486	chr8:141876287
Chr8_Group_489	chr8:142228909
Chr8_Group_490	chr8:142247979
Chr8_Group_498	chr8:143333525
Chr8_Group_499	chr8:143358316
Chr8_Group_13029877	chr8:13042373
Chr8_Group_502	chr8:143470843
Chr8_Group_504	chr8:144060955
Chr8_Group_507	chr8:144902714
Chr8_Group_512	chr8:145158607
Chr8_Group_513	chr8:145504343
Chr8_Group_130685457	chr8:130655810
Chr8_Group_540	chr8:84750057
Chr8_Group_433	chr8:128834403
Chr8_Group_123101743	chr8:123101743
Chr8_Group_142619234	chr8:142618249
Chr8_Group_103	chr8:18271353
Chr8_Group_13058674	chr8:13058674
Chr8_Group_130603635	chr8:130613870
Chr8_Group_125418123	chr8:125418123
Chr8_Group_129194641	chr8:129199451
Chr8_Group_116597409	chr8:116533445
Chr8_Group_143403693	chr8:143403693
Chr8_Group_142232256	chr8:142232256
Chr8_Group_145677011	chr8:145710720
Chr8_Group_128817883	chr8:128817883
Chr8_Group_117541607	chr8:117541607
Chr8_Group_128387852	chr8:128380098
Chr8_Group_130491165	chr8:130491165
Chr8_Group_108290872	chr8:108290872
Chr8_Group_111485761	chr8:111523633
Chr8_Group_142302024	chr8:142302024
Chr8_Group_128424792	chr8:128424792
Chr8_Group_128320346	chr8:128330627
Chr8_Group_103547739	chr8:103547739
Chr8_Group_129012574	chr8:129012574
Chr8_Group_143760256	chr8:143762835
Chr8_Group_11776904	chr8:11806709
Chr8_Group_135850898	chr8:135850898
Chr8_Group_106590706	chr8:106586836
Chr8_Group_128928246	chr8:128950053
Chr8_Group_129264589	chr8:129264589
Chr8_Group_144872411	chr8:144872411
Chr8_Group_10691549	chr8:10656905
Chr8_Group_120212990	chr8:120206846
Chr8_Group_145005561	chr8:145005561
Chr8_Group_375	chr8:117574515
Chr8_Group_128814091	chr8:128814560
Chr8_Group_124738618	chr8:124748139
Chr8_Group_118185025	chr8:118185258
Chr8_Group_126481475	chr8:126487610
Chr8_Group_109096029	chr8:109162018
Chr8_Group_143357023	chr8:143357023
Chr8_Group_109597801	chr8:109546706
Chr8_Group_102478959	chr8:102478959
Chr8_Group_128093297	chr8:128103361
Chr8_Group_129950844	chr8:129950844
Chr8_Group_10671260	chr8:10677594
Chr8_Group_119923873	chr8:119993707
Chr8_Group_129316014	chr8:129316014
Chr8_Group_135650483	chr8:135659852
Chr8_Group_202	chr8:39823145
Chr8_Group_11349186	chr8:11346253
Chr8_Group_105958633	chr8:105958326
Chr8_Group_116667634	chr8:116658099
Chr8_Group_128718068	chr8:128718068
Chr8_Group_130626828	chr8:130633316
Chr8_Group_117624093	chr8:117624093
Chr8_Group_128355618	chr8:128355618
Chr8_Group_219	chr8:42548604
Chr8_Group_130624816	chr8:130624816
Chr8_Group_121562418	chr8:121586428
Chr8_Group_222	chr8:48651633
Chr8_Group_225	chr8:49954880
Chr8_Group_129076573	chr8:129076512
Chr8_Group_10732905	chr8:10732905
Chr8_Group_11611500	chr8:11611500
Chr8_Group_140993907	chr8:140993907
Chr8_Group_11869560	chr8:11869560
Chr8_Group_235	chr8:56358274
Chr8_Group_109268396	chr8:109268396
Chr8_Group_118025645	chr8:118025645
Chr8_Group_128517573	chr8:128512199
Chr8_Group_123973068	chr8:123973068
Chr8_Group_3073489	chr8:3073489
Chr8_Group_139927016	chr8:139927016
Chr8_Group_144981488	chr8:144981488
Chr8_Group_126500350	chr8:126504548
Chr8_Group_131296767	chr8:131296767
Chr8_Group_1373720	chr8:1373720
Chr8_Group_116495909	chr8:116495909
Chr8_Group_121868551	chr8:121868551
Chr8_Group_142878259	chr8:142878259
Chr8_Group_267	chr8:71102751
Chr8_Group_10033425	chr8:10033425
Chr8_Group_129007207	chr8:129006193
Chr8_Group_10090097	chr8:10090097
Chr8_Group_126477978	chr8:126492336
Chr8_Group_128011937	chr8:128011937
Chr8_Group_108943013	chr8:108943013
Chr8_Group_285	chr8:76663881
Chr8_Group_130645692	chr8:130645692
Chr8_Group_288	chr8:76697034
Chr8_Group_10958539	chr8:10958539
Chr8_Group_142337790	chr8:142333254
Chr8_Group_16697091	chr8:16697091
Chr8_Group_106565414	chr8:106565033
Chr8_Group_145139522	chr8:145160269
Chr8_Group_130572110	chr8:130589942
Chr8_Group_106358620	chr8:106358620
Chr8_Group_11749242	chr8:11749242
Chr8_Group_130723728	chr8:130730212
Chr8_Group_128407443	chr8:128410374
Chr8_Group_141060027	chr8:141057875
Chr8_Group_129542100	chr8:129554556
Chr8_Group_335	chr8:96292041
Chr8_Group_118626279	chr8:118626279
Chr8_Group_143316970	chr8:143314951
Chr8_Group_101388283	chr8:101388283
Chr9_Group_1	chr9:242835
Chr9_Group_4	chr9:305428
Chr9_Group_6	chr9:341829
Chr9_Group_8	chr9:845516
Chr9_Group_10	chr9:878563
Chr9_Group_11	chr9:1113723
Chr9_Group_13	chr9:1202371
Chr9_Group_16	chr9:1790685
Chr9_Group_17	chr9:1787687
Chr9_Group_18	chr9:2496480
Chr9_Group_19	chr9:2621145
Chr9_Group_133464084	chr9:133452454
Chr9_Group_21	chr9:2640759
Chr9_Group_22	chr9:2689447
Chr9_Group_23	chr9:3589117
Chr9_Group_24	chr9:3929424
Chr9_Group_25	chr9:4118111
Chr9_Group_26	chr9:4134858
Chr9_Group_27	chr9:4227287
Chr9_Group_28	chr9:4267209
Chr9_Group_29	chr9:4290308
Chr9_Group_30	chr9:4670315
Chr9_Group_31	chr9:4745641
Chr9_Group_33	chr9:4748405
Chr9_Group_34	chr9:4763176
Chr9_Group_35	chr9:4763368
Chr9_Group_36	chr9:4763491
Chr9_Group_37	chr9:4814948
Chr9_Group_38	chr9:4793068
Chr9_Group_39	chr9:4848628
Chr9_Group_41	chr9:4856234
Chr9_Group_123162666	chr9:123162666
Chr9_Group_43	chr9:5126343
Chr9_Group_44	chr9:5069462
Chr9_Group_45	chr9:5064094
Chr9_Group_46	chr9:5510644
Chr9_Group_47	chr9:5893861
Chr9_Group_48	chr9:6051399
Chr9_Group_49	chr9:6193104
Chr9_Group_52	chr9:6276577
Chr9_Group_53	chr9:6231239
Chr9_Group_54	chr9:6534080
Chr9_Group_55	chr9:6942940
Chr9_Group_56	chr9:7174673
Chr9_Group_57	chr9:8045606
Chr9_Group_58	chr9:8446518
Chr9_Group_59	chr9:8695233
Chr9_Group_61	chr9:8820573
Chr9_Group_62	chr9:8846955
Chr9_Group_63	chr9:8879118
Chr9_Group_64	chr9:9261737
Chr9_Group_65	chr9:9290311
Chr9_Group_68	chr9:11315721
Chr9_Group_70	chr9:12396731
Chr9_Group_73	chr9:12672097
Chr9_Group_76	chr9:13980152
Chr9_Group_78	chr9:14190287
Chr9_Group_81	chr9:14247346
Chr9_Group_85	chr9:15305378
Chr9_Group_87	chr9:16368732
Chr9_Group_90	chr9:16915874
Chr9_Group_93	chr9:17579690
Chr9_Group_95	chr9:17736342
Chr9_Group_97	chr9:18362865
Chr9_Group_100	chr9:20497142
Chr9_Group_101	chr9:21167465
Chr9_Group_102	chr9:21678973
Chr9_Group_103	chr9:21761549
Chr9_Group_105	chr9:21830157
Chr9_Group_106	chr9:21991923
Chr9_Group_107	chr9:21988652
Chr9_Group_108	chr9:22052068
Chr9_Group_109	chr9:21953099
Chr9_Group_110	chr9:21984661
Chr9_Group_111	chr9:21966221
Chr9_Group_112	chr9:22006273
Chr9_Group_113	chr9:22064435
Chr9_Group_115	chr9:22057681
Chr9_Group_118	chr9:22007330
Chr9_Group_119	chr9:22041998
Chr9_Group_120	chr9:22062134
Chr9_Group_20	chr9:2622134
Chr9_Group_122	chr9:22129579
Chr9_Group_124	chr9:22134282
Chr9_Group_125	chr9:22137685
Chr9_Group_126	chr9:22141552
Chr9_Group_127	chr9:22149308
Chr9_Group_128	chr9:22169700
Chr9_Group_129	chr9:22160087
Chr9_Group_131	chr9:22206987
Chr9_Group_15294596	chr9:15297180
Chr9_Group_133	chr9:22301092
Chr9_Group_134	chr9:22355226
Chr9_Group_136	chr9:22790485
Chr9_Group_137	chr9:23234308
Chr9_Group_138	chr9:23305043
Chr9_Group_140	chr9:23357493
Chr9_Group_141	chr9:23344737
Chr9_Group_142	chr9:23353829
Chr9_Group_143	chr9:23352394
Chr9_Group_125683856	chr9:125753955
Chr9_Group_145	chr9:23405319
Chr9_Group_147	chr9:23762529
Chr9_Group_148	chr9:24496184
Chr9_Group_149	chr9:25069552
Chr9_Group_150	chr9:25192573
Chr9_Group_151	chr9:25804285
Chr9_Group_152	chr9:27308288
Chr9_Group_153	chr9:27203477
Chr9_Group_154	chr9:27539889
Chr9_Group_155	chr9:28395332
Chr9_Group_156	chr9:28413795
Chr9_Group_157	chr9:28576106
Chr9_Group_158	chr9:28682261
Chr9_Group_159	chr9:29363265
Chr9_Group_160	chr9:29372501
Chr9_Group_161	chr9:29406498
Chr9_Group_162	chr9:29568686
